Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length
YP_005227565.1,sulfatase modifying factor 1 -like protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95143.1 sulfatase modifying factor 1 [Klebsiella pneumoniae],Mutated,31,297
YP_005226137.1,outer membrane protein 1A/OmpK35 porin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART02295.1 hypothetical protein B8O09_25630 [Klebsiella pneumoniae],Mutated,153,227
YP_005228682.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96342.1 MFS transporter [Klebsiella pneumoniae],Mutated,15,462
YP_005228549.1,cobalt transporter ATP-binding subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96213.1 energy-coupling factor ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,6,274
YP_005228399.1,"carbon storage regulator, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96069.1 carbon storage regulator [Klebsiella pneumoniae],Mutated,20,42
YP_005227727.1,YecH family protein,GCA_002156725.1 ARS95294.1 hypothetical protein B9G35_18345 [Klebsiella pneumoniae],Mutated,3,79
YP_005227770.1,yersiniabactin siderophore biosynthetic protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS95367.1 2,3-dihydroxybenzoate-AMP ligase [Klebsiella pneumoniae]",Mutated,19,525
YP_005225504.1,inosine-guanosine kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93198.1 inosine/guanosine kinase [Klebsiella pneumoniae],Mutated,1,434
YP_005228998.1,putative intracellular proteinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96642.1 glutamine amidotransferase [Klebsiella pneumoniae],Mutated,3,178
YP_005225022.1,acidic protein MsyB,GCA_002156725.1 ARS92756.1 hypothetical protein B9G35_04560 [Klebsiella pneumoniae],Mutated,16,241
YP_005228168.1,transaldolase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95781.1 transaldolase [Klebsiella pneumoniae],Mutated,3,318
YP_005225665.1,hypothetical protein KPHS_13650 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93354.1 fimbrial protein [Klebsiella pneumoniae],Mutated,2,539
YP_005225224.1,"outer membrane protein assembly complex, YaeT protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92939.1 outer membrane protein assembly factor BamA [Klebsiella pneumoniae],Mutated,14,809
YP_005224527.1,putative acyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92294.1 acetyltransferase [Klebsiella pneumoniae],Mutated,6,153
YP_005228059.1,glutathione S-transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95686.1 thiol:disulfide oxidoreductase [Klebsiella pneumoniae],Mutated,3,209
YP_005225518.1,putative thioredoxin protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93209.1 co-chaperone YbbN [Klebsiella pneumoniae],Mutated,3,284
YP_005225626.1,sucrose porin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97163.1 sucrose porin [Klebsiella pneumoniae],Mutated,9,505
YP_005228907.1,G/U mismatch-specific DNA glycosylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96556.1 mismatch-specific DNA-glycosylase [Klebsiella pneumoniae],Mutated,2,168
YP_005228496.1,putative 6-pyruvoyl tetrahydrobiopterin synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97304.1 6-carboxytetrahydropterin synthase QueD [Klebsiella pneumoniae],Mutated,1,121
YP_005224598.1,ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92359.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,4,277
YP_005229214.1,outer membrane porin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96852.1 DNA transporter HofQ [Klebsiella pneumoniae],Mutated,13,414
YP_005226122.1,tetraacyldisaccharide 4'-kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93782.1 tetraacyldisaccharide 4'-kinase [Klebsiella pneumoniae],Mutated,9,326
YP_005226344.1,L-asparaginase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93976.1 L-asparaginase [Klebsiella pneumoniae],Mutated,4,347
YP_005226529.1,putative aldo/keto reductase family [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94211.1 aldo/keto reductase [Klebsiella pneumoniae],Mutated,8,289
YP_005228116.1,nucleoside permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95734.1 NupC/NupG family nucleoside CNT transporter [Klebsiella pneumoniae],Mutated,2,400
YP_005227161.1,putative sugar hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94788.1 sugar hydrolase [Klebsiella pneumoniae],Mutated,15,522
YP_005229317.1,16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ,GCA_002156725.1 ARS96951.1 16S rRNA (guanine(1516)-N(2))-methyltransferase [Klebsiella pneumoniae],Mutated,6,250
YP_005224358.1,alcohol dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92125.1 lactaldehyde reductase [Klebsiella pneumoniae],Mutated,7,382
YP_005228160.1,detox protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95773.1 ethanolamine utilization protein EutN [Klebsiella pneumoniae],Mutated,1,95
YP_005226959.1,putative aldo/keto reductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94607.1 aldo/keto reductase [Klebsiella pneumoniae],Mutated,20,328
YP_005225010.1,putative RNA methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92745.1 tRNA/rRNA methyltransferase [Klebsiella pneumoniae],Mutated,9,228
YP_005224787.1,putative mannitol/fructose-specific PTS family enzyme IIA component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92536.1 transcription antiterminator BglG [Klebsiella pneumoniae],Mutated,14,636
YP_005225014.1,threonine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92748.1 threonine synthase [Klebsiella pneumoniae],Mutated,7,426
YP_005226267.1,"fatty acid/phospholipid synthesis protein, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93912.1 phosphate acyltransferase [Klebsiella pneumoniae],Mutated,109,279
YP_005229012.1,tRNA pseudouridine synthase B [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96655.1 tRNA pseudouridine(55) synthase TruB [Klebsiella pneumoniae],Mutated,2,314
YP_005226395.1,L-asparaginase I [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94023.1 L-asparaginase 1 [Klebsiella pneumoniae],Mutated,4,339
YP_005225020.1,"low-affinity transport system, proline permease II [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS92754.1 MFS transporter [Klebsiella pneumoniae],Mutated,10,434
YP_005224767.1,sugar ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92518.1 sugar ABC transporter permease [Klebsiella pneumoniae],Mutated,5,341
YP_005226003.1,putative dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93666.1 oxidoreductase [Klebsiella pneumoniae],Mutated,8,369
YP_005227071.1,"cell elongation, e phase, peptidoglycan synthetase, penicillin-binding protein 2 [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94712.1 penicillin-binding protein 2 [Klebsiella pneumoniae],Mutated,45,621
YP_005226676.1,3-hydroxybutyryl-CoA dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97220.1 3-hydroxyacyl-CoA dehydrogenase PaaC [Klebsiella pneumoniae],Mutated,30,474
YP_005224942.1,hypothetical protein KPHS_06420 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92684.1 hypothetical protein B9G35_04135 [Klebsiella pneumoniae],Mutated,17,59
YP_005228392.1,putative helix-turn-helix AraC-type transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96063.1 AraC family transcriptional regulator [Klebsiella pneumoniae],Mutated,7,255
YP_005227832.1,helix-turn-helix transcriptional regulator,GCA_002156725.1 ARS95474.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,3,103
YP_005227675.1,CopC domain-containing protein YobA,GCA_002156725.1 ARS95246.1 hypothetical protein B9G35_18095 [Klebsiella pneumoniae],Mutated,2,124
YP_005228532.1,hypothetical protein KPHS_42320 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21060.1 hypothetical protein AM386_04175 [Klebsiella pneumoniae],Mutated,2,39
YP_005225971.1,glutamine ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93635.1 glutamine ABC transporter permease GlnP [Klebsiella pneumoniae],Mutated,3,219
YP_005227480.1,hypothetical protein KPHS_31800 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC23409.1 hypothetical protein AM386_17130 [Klebsiella pneumoniae],Mutated,5,46
YP_005229142.1,DUF1992 domain-containing protein,GCA_002156725.1 ARS96782.1 hypothetical protein B9G35_26410 [Klebsiella pneumoniae],Mutated,4,122
YP_005225645.1,putative arylsulfatase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93336.1 arylsulfatase [Klebsiella pneumoniae],Mutated,25,577
YP_005229039.1,BolA family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96679.1 hypothetical protein B9G35_25835 [Klebsiella pneumoniae],Mutated,1,84
YP_005224492.1,biotin--protein ligase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92258.1 biotin--[acetyl-CoA-carboxylase] synthetase [Klebsiella pneumoniae],Mutated,1,320
YP_005225425.1,NIPSNAP protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93125.1 NIPSNAP family protein [Klebsiella pneumoniae],Mutated,3,106
YP_005226885.1,putative ABC-type metal ion transport system inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94543.1 metal ABC transporter permease [Klebsiella pneumoniae],Mutated,8,219
YP_005224843.1,hypothetical protein KPHS_05430 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92591.1 hypothetical protein B9G35_03625 [Klebsiella pneumoniae],Mutated,77,359
YP_005228645.1,putative fimbrial usher protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96308.1 fimbrial protein [Klebsiella pneumoniae],Mutated,8,828
YP_005229438.1,formamidopyrimidine-DNA glycosylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97062.1 formamidopyrimidine-DNA glycosylase [Klebsiella pneumoniae],Mutated,4,269
YP_005226891.1,VOC family protein,GCA_002156725.1 ARS94549.1 glyoxalase-like domain protein [Klebsiella pneumoniae],Mutated,23,251
YP_005227993.1,ecotin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95621.1 ecotin [Klebsiella pneumoniae],Mutated,4,163
YP_005228583.1,propanediol utilization polyhedral bodies protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96248.1 propanediol utilization protein [Klebsiella pneumoniae],Mutated,1,116
YP_005226650.1,universal stress protein UspF,GCA_002156725.1 ARS97218.1 universal stress protein F [Klebsiella pneumoniae],Mutated,3,144
YP_005224593.1,inositol monophosphatase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92355.1 inositol monophosphatase [Klebsiella pneumoniae],Mutated,10,253
YP_005227845.1,galactosyl transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95490.1 glycosyltransferase family 1 protein [Klebsiella pneumoniae],Mutated,60,381
YP_005227532.1,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS95118.1 protein-(glutamine-N5) methyltransferase, release factor-specific [Klebsiella pneumoniae]",Mutated,11,282
YP_005226919.1,phosphoenolpyruvate-dependent PTS family enzyme IIA component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94573.1 PTS sugar transporter subunit IIA [Klebsiella pneumoniae],Mutated,69,147
YP_005226528.1,putative MFS-family transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94210.1 MFS transporter [Klebsiella pneumoniae],Mutated,34,400
YP_005224686.1,fimbrial protein,GCA_002156725.1 ARS92435.1 fimbrial protein [Klebsiella pneumoniae],Mutated,3,344
YP_005224591.1,putative outer membrane antigen [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92352.1 outer membrane protein assembly factor BamA [Klebsiella pneumoniae],Mutated,34,807
YP_005226368.1,oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93998.1 oxidoreductase [Klebsiella pneumoniae],Mutated,8,249
YP_005228417.1,anaerobic nitric oxide reductase flavorubredoxin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96088.1 anaerobic nitric oxide reductase flavorubredoxin [Klebsiella pneumoniae],Mutated,9,482
YP_005229252.1,hypothetical protein KPHS_49520 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96891.1 hypothetical protein B9G35_26975 [Klebsiella pneumoniae],Mutated,7,120
YP_005227672.1,Ecr family regulatory small membrane protein,GCA_002202195.1 ASC25486.1 hypothetical protein AM386_28675 [Klebsiella pneumoniae],Mutated,2,47
YP_005225386.1,amidohydrolase,GCA_002156725.1 ARS93088.1 amidohydrolase [Klebsiella pneumoniae],Mutated,18,622
YP_005227391.1,putative ABC transporter periplasmic solute-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94996.1 sulfonate ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,7,320
YP_005229308.1,nickel transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96942.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,9,254
YP_005225419.1,YajQ family cyclic di-GMP-binding protein,GCA_002156725.1 ARS93119.1 nucleotide-binding protein [Klebsiella pneumoniae],Mutated,2,163
YP_005225493.1,pleiotropic regulatory protein RsmS,GCA_002156725.1 ARS93188.1 DUF2496 domain-containing protein [Klebsiella pneumoniae],Mutated,1,57
YP_005229347.1,hypothetical protein KPHS_50470 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96977.1 cellulose synthase [Klebsiella pneumoniae],Mutated,6,158
YP_005229316.1,amino acid/peptide transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96950.1 MFS transporter [Klebsiella pneumoniae],Mutated,21,482
YP_005226828.1,beta-D-galactosidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94493.1 beta-D-galactosidase [Klebsiella pneumoniae],Mutated,601,540
YP_005225088.1,3-dehydroquinate dehydratase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92819.1 3-dehydroquinase [Klebsiella pneumoniae],Mutated,10,251
YP_005226907.1,putative fimbrial chaperone [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94564.1 fimbrial protein [Klebsiella pneumoniae],Mutated,14,231
YP_005227378.1,putative ABC transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97249.1 polar amino acid ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,2,240
YP_005226794.1,YnfC family lipoprotein,GCA_002156725.1 ARS94461.1 YnfC family lipoprotein [Klebsiella pneumoniae],Mutated,8,236
YP_005225904.1,putative phosphatase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93573.1 pyridoxal phosphatase [Klebsiella pneumoniae],Mutated,3,272
YP_005225843.1,replication initiation regulator SeqA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93519.1 replication initiation regulator SeqA [Klebsiella pneumoniae],Mutated,61,182
YP_005226211.1,putative hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93864.1 pyrimidine utilization protein D [Klebsiella pneumoniae],Mutated,206,88
YP_005225794.1,antimicrobial peptide resistance and lipid A acylation PagP [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93472.1 phospholipid:lipid A palmitoyltransferase [Klebsiella pneumoniae],Mutated,21,191
YP_005228056.1,putative enzyme (Nudix hydrolase) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95683.1 NUDIX hydrolase [Klebsiella pneumoniae],Mutated,2,183
YP_005225124.1,dephospho-CoA kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92855.1 dephospho-CoA kinase [Klebsiella pneumoniae],Mutated,36,235
YP_005225564.1,phage terminase large subunit,GCA_002903005.1 AUV39409.1 terminase [Klebsiella pneumoniae],Mutated,8,558
YP_005229534.1,2-aminoethylphosphonate--pyruvate transaminase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS91990.1 2-aminoethylphosphonate--pyruvate transaminase [Klebsiella pneumoniae],Mutated,14,367
YP_005225549.1,replicative DNA helicase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93241.1 helicase DnaB [Klebsiella pneumoniae],Mutated,29,471
YP_005226630.1,transcriptional regulator LysR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94307.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,118,213
YP_005228057.1,phosphodiesterase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95684.1 phosphodiesterase [Klebsiella pneumoniae],Mutated,5,183
YP_005226518.1,putative transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97214.1 AbrB family transcriptional regulator [Klebsiella pneumoniae],Mutated,88,271
YP_005228829.1,transcriptional regulator,GCA_002156725.1 ARS96483.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,36,540
YP_005228528.1,sigma-54 dependent transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96194.1 sigma-54-dependent Fis family transcriptional regulator [Klebsiella pneumoniae],Mutated,14,647
YP_005224471.1,putative dienelactone hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92238.1 carboxymethylenebutenolidase [Klebsiella pneumoniae],Mutated,3,270
YP_005225651.1,putative amino acid/amine transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93341.1 APC family amino acid permease [Klebsiella pneumoniae],Mutated,4,499
YP_005224328.1,hypothetical protein KPHS_00280 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25940.1 hypothetical protein AM386_09690 [Klebsiella pneumoniae],Mutated,1,53
YP_005226875.1,tautomerase family protein,GCA_002156725.1 ARS94534.1 tautomerase family protein [Klebsiella pneumoniae],Mutated,6,126
YP_005225270.1,Na(+)-translocating NADH-quinone reductase subunit F [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92983.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Klebsiella pneumoniae],Mutated,3,407
