MSA File,Status,Number of Mutations,Total_hits
MSA_YP_005225930.1.faa,Mutations found,5,100
MSA_YP_005224945.1.faa,Mutations found,7,88
MSA_YP_005227050.1.faa,Mutations found,18,99
MSA_YP_005228558.1.faa,Mutations found,3,100
MSA_YP_005229530.1.faa,Mutations found,7,100
MSA_YP_005228695.1.faa,Mutations found,3,100
MSA_YP_005224444.1.faa,Mutations found,2,7
MSA_YP_005226484.1.faa,Mutations found,290,100
MSA_YP_005226371.1.faa,Mutations found,5,81
MSA_YP_005225958.1.faa,Mutations found,275,99
MSA_YP_005226842.1.faa,Mutations found,8,99
MSA_YP_005228824.1.faa,Mutations found,120,65
MSA_YP_005224997.1.faa,Mutations found,2,100
MSA_YP_005226825.1.faa,Mutations found,44,97
MSA_YP_005229277.1.faa,Mutations found,10,100
MSA_YP_005225091.1.faa,Mutations found,21,100
MSA_YP_005227847.1.faa,Mutations found,89,64
MSA_YP_005224486.1.faa,Mutations found,11,100
MSA_YP_005225551.1.faa,Mutations found,1,17
MSA_YP_005228077.1.faa,Mutations found,4,100
MSA_YP_005229093.1.faa,Mutations found,38,100
MSA_YP_005227725.1.faa,Mutations found,11,97
MSA_YP_005227248.1.faa,Mutations found,1,100
MSA_YP_005228181.1.faa,Mutations found,5,100
MSA_YP_005225417.1.faa,Mutations found,6,100
MSA_YP_005225998.1.faa,Mutations found,1,100
MSA_YP_005226172.1.faa,Mutations found,14,100
MSA_YP_005229276.1.faa,Mutations found,4,100
MSA_YP_005226732.1.faa,Mutations found,1,2
MSA_YP_005224468.1.faa,Mutations found,3,100
MSA_YP_005224736.1.faa,Mutations found,4,100
MSA_YP_005228428.1.faa,Mutations found,2,100
MSA_YP_005226930.1.faa,Mutations found,14,96
MSA_YP_005225105.1.faa,Mutations found,4,100
MSA_YP_005226433.1.faa,Mutations found,6,98
MSA_YP_005224938.1.faa,Mutations found,23,19
MSA_YP_005226715.1.faa,Mutations found,22,97
MSA_YP_005226112.1.faa,Mutations found,1,100
MSA_YP_005228127.1.faa,Mutations found,2,100
MSA_YP_005228449.1.faa,Mutations found,1,100
MSA_YP_005226051.1.faa,Mutations found,23,61
MSA_YP_005224379.1.faa,No mutations found,0,100
MSA_YP_005229180.1.faa,Mutations found,2,100
MSA_YP_005229257.1.faa,Mutations found,8,100
MSA_YP_005227311.1.faa,Mutations found,3,62
MSA_YP_005224896.1.faa,Mutations found,19,99
MSA_YP_005226226.1.faa,Mutations found,157,99
MSA_YP_005229273.1.faa,Mutations found,5,100
MSA_YP_005226453.1.faa,Mutations found,29,100
MSA_YP_005225541.1.faa,Mutations found,14,18
MSA_YP_005225536.1.faa,Mutations found,44,32
MSA_YP_005224574.1.faa,Mutations found,3,100
MSA_YP_005227097.1.faa,Mutations found,23,100
MSA_YP_005226470.1.faa,Mutations found,18,100
MSA_YP_005224737.1.faa,Mutations found,8,97
MSA_YP_005229613.1.faa,Mutations found,4,100
MSA_YP_005227031.1.faa,Mutations found,32,98
MSA_YP_005226493.1.faa,No mutations found,0,4
MSA_YP_005224673.1.faa,Mutations found,2,100
MSA_YP_005226937.1.faa,Mutations found,13,98
MSA_YP_005227230.1.faa,Mutations found,8,100
MSA_YP_005228958.1.faa,Mutations found,1,100
MSA_YP_005228755.1.faa,Mutations found,3,100
MSA_YP_005229329.1.faa,Mutations found,2,100
MSA_YP_005225720.1.faa,Mutations found,314,39
MSA_YP_005227799.1.faa,Mutations found,64,32
MSA_YP_005227386.1.faa,Mutations found,10,100
MSA_YP_005228928.1.faa,Mutations found,3,100
MSA_YP_005225132.1.faa,Mutations found,3,93
MSA_YP_005229165.1.faa,Mutations found,1,100
MSA_YP_005229465.1.faa,Mutations found,2,100
MSA_YP_005228345.1.faa,Mutations found,1,100
MSA_YP_005227521.1.faa,Mutations found,31,100
MSA_YP_005224820.1.faa,No mutations found,0,100
MSA_YP_005227732.1.faa,Mutations found,6,100
MSA_YP_005228662.1.faa,Mutations found,54,100
MSA_YP_005227116.1.faa,Mutations found,14,71
MSA_YP_005227204.1.faa,Mutations found,9,99
MSA_YP_005224592.1.faa,No mutations found,0,100
MSA_YP_005226725.1.faa,Mutations found,2,100
MSA_YP_005225579.1.faa,Mutations found,18,13
MSA_YP_005226152.1.faa,Mutations found,41,42
MSA_YP_005229288.1.faa,Mutations found,3,100
MSA_YP_005224569.1.faa,No mutations found,0,99
MSA_YP_005228753.1.faa,No mutations found,0,6
MSA_YP_005227332.1.faa,Mutations found,7,96
MSA_YP_005224420.1.faa,Mutations found,9,102
MSA_YP_005226459.1.faa,Mutations found,4,100
MSA_YP_005228791.1.faa,Mutations found,6,65
MSA_YP_005228135.1.faa,Mutations found,11,100
MSA_YP_005226804.1.faa,Mutations found,96,100
MSA_YP_005228550.1.faa,Mutations found,10,100
MSA_YP_005226677.1.faa,Mutations found,3,100
MSA_YP_005225748.1.faa,Mutations found,7,100
MSA_YP_005227212.1.faa,Mutations found,2,99
MSA_YP_005228562.1.faa,Mutations found,2,100
MSA_YP_005225580.1.faa,Mutations found,5,13
MSA_YP_005225064.1.faa,Mutations found,2,100
MSA_YP_005228182.1.faa,No mutations found,0,100
MSA_YP_005227090.1.faa,Mutations found,10,99
MSA_YP_005229367.1.faa,Mutations found,13,100
MSA_YP_005226916.1.faa,Mutations found,1,80
MSA_YP_005227922.1.faa,No mutations found,0,2
MSA_YP_005226464.1.faa,Mutations found,12,101
MSA_YP_005224488.1.faa,Mutations found,2,100
MSA_YP_005226652.1.faa,Mutations found,39,97
MSA_YP_005225670.1.faa,Mutations found,8,4
MSA_YP_005225575.1.faa,Mutations found,9,13
MSA_YP_005227176.1.faa,Mutations found,227,48
MSA_YP_005228380.1.faa,Mutations found,4,100
MSA_YP_005225346.1.faa,Mutations found,13,81
MSA_YP_005229312.1.faa,Mutations found,50,100
MSA_YP_005225436.1.faa,Mutations found,1,100
MSA_YP_005227175.1.faa,Mutations found,121,48
MSA_YP_005224406.1.faa,No mutations found,0,100
MSA_YP_005226153.1.faa,Mutations found,2,96
MSA_YP_005226590.1.faa,No mutations found,0,3
MSA_YP_005225202.1.faa,Mutations found,10,100
MSA_YP_005227747.1.faa,Mutations found,11,100
MSA_YP_005227772.1.faa,Mutations found,91,73
MSA_YP_005225621.1.faa,Mutations found,2,6
MSA_YP_005228329.1.faa,Mutations found,43,13
MSA_YP_005229547.1.faa,Mutations found,12,100
MSA_YP_005227603.1.faa,Mutations found,5,100
MSA_YP_005228585.1.faa,Mutations found,10,100
MSA_YP_005227788.1.faa,Mutations found,43,57
MSA_YP_005227883.1.faa,Mutations found,12,57
MSA_YP_005226599.1.faa,Mutations found,16,100
MSA_YP_005225240.1.faa,Mutations found,36,100
MSA_YP_005226760.1.faa,Mutations found,33,100
MSA_YP_005229175.1.faa,No mutations found,0,100
MSA_YP_005224647.1.faa,Mutations found,17,98
MSA_YP_005226658.1.faa,Mutations found,451,100
MSA_YP_005225449.1.faa,Mutations found,16,100
MSA_YP_005229528.1.faa,Mutations found,134,43
MSA_YP_005227077.1.faa,Mutations found,198,99
MSA_YP_005224633.1.faa,Mutations found,7,100
MSA_YP_005224409.1.faa,Mutations found,28,100
MSA_YP_005227132.1.faa,Mutations found,6,99
MSA_YP_005227999.1.faa,Mutations found,17,100
MSA_YP_005225981.1.faa,Mutations found,12,100
MSA_YP_005224724.1.faa,No mutations found,0,100
MSA_YP_005227049.1.faa,Mutations found,29,100
MSA_YP_005227482.1.faa,No mutations found,0,4
MSA_YP_005229197.1.faa,Mutations found,4,100
MSA_YP_005227030.1.faa,No mutations found,0,5
MSA_YP_005225816.1.faa,Mutations found,9,100
MSA_YP_005224863.1.faa,Mutations found,12,95
MSA_YP_005227274.1.faa,Mutations found,102,100
MSA_YP_005224881.1.faa,Mutations found,88,99
MSA_YP_005229209.1.faa,Mutations found,2,100
MSA_YP_005228055.1.faa,Mutations found,2,100
MSA_YP_005226915.1.faa,Mutations found,148,100
MSA_YP_005227758.1.faa,Mutations found,5,100
MSA_YP_005229089.1.faa,Mutations found,1,100
MSA_YP_005227242.1.faa,Mutations found,1,100
MSA_YP_005228680.1.faa,Mutations found,7,100
MSA_YP_005227194.1.faa,Mutations found,16,100
MSA_YP_005227018.1.faa,Mutations found,6,92
MSA_YP_005224564.1.faa,Mutations found,4,100
MSA_YP_005228415.1.faa,Mutations found,9,100
MSA_YP_005228749.1.faa,Mutations found,3,100
MSA_YP_005226925.1.faa,Mutations found,14,95
MSA_YP_005225303.1.faa,Mutations found,11,121
MSA_YP_005227070.1.faa,Mutations found,72,100
MSA_YP_005229158.1.faa,Mutations found,6,100
MSA_YP_005228681.1.faa,Mutations found,4,100
MSA_YP_005226503.1.faa,Mutations found,20,100
MSA_YP_005229055.1.faa,No mutations found,0,100
MSA_YP_005224605.1.faa,Mutations found,2,100
MSA_YP_005229285.1.faa,Mutations found,1,100
MSA_YP_005226746.1.faa,Mutations found,6,100
MSA_YP_005228295.1.faa,Mutations found,8,100
MSA_YP_005224397.1.faa,Mutations found,7,100
MSA_YP_005226679.1.faa,Mutations found,5,100
MSA_YP_005229084.1.faa,Mutations found,2,100
MSA_YP_005224844.1.faa,Mutations found,156,500
MSA_YP_005227877.1.faa,Mutations found,1,100
MSA_YP_005225619.1.faa,Mutations found,5,99
MSA_YP_005225348.1.faa,Mutations found,7,100
MSA_YP_005227244.1.faa,Mutations found,326,100
MSA_YP_005228671.1.faa,Mutations found,7,100
MSA_YP_005225582.1.faa,Mutations found,9,13
MSA_YP_005228603.1.faa,Mutations found,31,77
MSA_YP_005224957.1.faa,Mutations found,3,100
MSA_YP_005228207.1.faa,Mutations found,2,101
MSA_YP_005224640.1.faa,Mutations found,7,100
MSA_YP_005226803.1.faa,Mutations found,19,98
MSA_YP_005226708.1.faa,Mutations found,2,100
MSA_YP_005224715.1.faa,Mutations found,16,100
MSA_YP_005228073.1.faa,Mutations found,25,100
MSA_YP_005227268.1.faa,Mutations found,3,100
MSA_YP_005225314.1.faa,Mutations found,10,100
MSA_YP_005229030.1.faa,No mutations found,0,100
MSA_YP_005225193.1.faa,Mutations found,23,100
MSA_YP_005226957.1.faa,Mutations found,248,39
MSA_YP_005229066.1.faa,Mutations found,8,100
MSA_YP_005225829.1.faa,Mutations found,2,100
MSA_YP_005228731.1.faa,Mutations found,2,82
MSA_YP_005227381.1.faa,Mutations found,1,2
MSA_YP_005229244.1.faa,Mutations found,8,100
MSA_YP_005227530.1.faa,Mutations found,2,100
MSA_YP_005227984.1.faa,Mutations found,2,100
MSA_YP_005227915.1.faa,Mutations found,35,100
MSA_YP_005227735.1.faa,Mutations found,4,100
MSA_YP_005224439.1.faa,Mutations found,6,100
MSA_YP_005224953.1.faa,Mutations found,5,59
MSA_YP_005227267.1.faa,Mutations found,4,100
MSA_YP_005226944.1.faa,Mutations found,17,87
MSA_YP_005225278.1.faa,Mutations found,3,100
MSA_YP_005224500.1.faa,No mutations found,0,100
MSA_YP_005225323.1.faa,Mutations found,6,100
MSA_YP_005225993.1.faa,Mutations found,23,100
MSA_YP_005226057.1.faa,Mutations found,9,100
MSA_YP_005228457.1.faa,Mutations found,27,100
MSA_YP_005228194.1.faa,No mutations found,0,100
MSA_YP_005225128.1.faa,Mutations found,9,100
MSA_YP_005229605.1.faa,Mutations found,7,5
MSA_YP_005228137.1.faa,Mutations found,6,100
MSA_YP_005224363.1.faa,Mutations found,6,100
MSA_YP_005229452.1.faa,Mutations found,7,78
MSA_YP_005224477.1.faa,No mutations found,0,100
MSA_YP_005224424.1.faa,Mutations found,2,99
MSA_YP_005228831.1.faa,Mutations found,2,65
MSA_YP_005226311.1.faa,Mutations found,5,100
MSA_YP_005226572.1.faa,Mutations found,9,70
MSA_YP_005227635.1.faa,Mutations found,25,99
MSA_YP_005228418.1.faa,Mutations found,14,100
MSA_YP_005227980.1.faa,Mutations found,1,100
MSA_YP_005228911.1.faa,Mutations found,26,94
MSA_YP_005227497.1.faa,Mutations found,12,81
MSA_YP_005227102.1.faa,Mutations found,288,97
MSA_YP_005227389.1.faa,Mutations found,13,100
MSA_YP_005225970.1.faa,Mutations found,5,100
MSA_YP_005224922.1.faa,Mutations found,3,100
MSA_YP_005225433.1.faa,Mutations found,2,100
MSA_YP_005229608.1.faa,Mutations found,1,100
MSA_YP_005228469.1.faa,Mutations found,19,100
MSA_YP_005225984.1.faa,Mutations found,51,36
MSA_YP_005226446.1.faa,Mutations found,5,100
MSA_YP_005225051.1.faa,Mutations found,1,4
MSA_YP_005229071.1.faa,Mutations found,6,100
MSA_YP_005224474.1.faa,No mutations found,0,100
MSA_YP_005228167.1.faa,Mutations found,9,100
MSA_YP_005224415.1.faa,No mutations found,0,100
MSA_YP_005228218.1.faa,Mutations found,6,101
MSA_YP_005227340.1.faa,Mutations found,7,96
MSA_YP_005228054.1.faa,Mutations found,4,100
MSA_YP_005224455.1.faa,Mutations found,3,100
MSA_YP_005229188.1.faa,Mutations found,10,100
MSA_YP_005227008.1.faa,Mutations found,8,98
MSA_YP_005224805.1.faa,Mutations found,10,99
MSA_YP_005228688.1.faa,Mutations found,4,99
MSA_YP_005228365.1.faa,Mutations found,10,100
MSA_YP_005229266.1.faa,Mutations found,5,100
MSA_YP_005228020.1.faa,Mutations found,11,100
MSA_YP_005227595.1.faa,Mutations found,3,100
MSA_YP_005226120.1.faa,Mutations found,36,97
MSA_YP_005229031.1.faa,Mutations found,44,99
MSA_YP_005228183.1.faa,Mutations found,3,100
MSA_YP_005226568.1.faa,Mutations found,9,77
MSA_YP_005229557.1.faa,No mutations found,0,100
MSA_YP_005226299.1.faa,Mutations found,15,99
MSA_YP_005225656.1.faa,Mutations found,19,99
MSA_YP_005226357.1.faa,Mutations found,11,99
MSA_YP_005227703.1.faa,Mutations found,37,100
MSA_YP_005225755.1.faa,Mutations found,8,100
MSA_YP_005227545.1.faa,Mutations found,39,100
MSA_YP_005226847.1.faa,No mutations found,0,99
MSA_YP_005225668.1.faa,Mutations found,9,65
MSA_YP_005225989.1.faa,Mutations found,12,100
MSA_YP_005229120.1.faa,Mutations found,81,59
MSA_YP_005226905.1.faa,Mutations found,186,100
MSA_YP_005227369.1.faa,Mutations found,7,100
MSA_YP_005227333.1.faa,Mutations found,153,45
MSA_YP_005227710.1.faa,Mutations found,7,98
MSA_YP_005228030.1.faa,Mutations found,16,100
MSA_YP_005229487.1.faa,Mutations found,1,99
MSA_YP_005227322.1.faa,Mutations found,74,93
MSA_YP_005229583.1.faa,Mutations found,3,100
MSA_YP_005229146.1.faa,Mutations found,85,98
MSA_YP_005225647.1.faa,Mutations found,4,97
MSA_YP_005229397.1.faa,Mutations found,11,100
MSA_YP_005227796.1.faa,Mutations found,4,46
MSA_YP_005225685.1.faa,Mutations found,38,90
MSA_YP_005226584.1.faa,Mutations found,73,60
MSA_YP_005228930.1.faa,Mutations found,14,99
MSA_YP_005224758.1.faa,Mutations found,4,100
MSA_YP_005228977.1.faa,Mutations found,3,75
MSA_YP_005224438.1.faa,Mutations found,10,100
MSA_YP_005227996.1.faa,Mutations found,3,100
MSA_YP_005225860.1.faa,Mutations found,15,100
MSA_YP_005224995.1.faa,No mutations found,0,100
MSA_YP_005226046.1.faa,No mutations found,0,115
MSA_YP_005228385.1.faa,Mutations found,4,100
MSA_YP_005225283.1.faa,Mutations found,6,100
MSA_YP_005225375.1.faa,Mutations found,14,100
MSA_YP_005225285.1.faa,Mutations found,8,100
MSA_YP_005225844.1.faa,Mutations found,46,105
MSA_YP_005227449.1.faa,Mutations found,534,97
MSA_YP_005228523.1.faa,Mutations found,4,100
MSA_YP_005228363.1.faa,Mutations found,24,100
MSA_YP_005226567.1.faa,Mutations found,4,81
MSA_YP_005228162.1.faa,Mutations found,12,100
MSA_YP_005227190.1.faa,Mutations found,107,79
MSA_YP_005227185.1.faa,Mutations found,7,100
MSA_YP_005224888.1.faa,No mutations found,0,100
MSA_YP_005225696.1.faa,Mutations found,208,425
MSA_YP_005228710.1.faa,Mutations found,32,100
MSA_YP_005226772.1.faa,Mutations found,9,100
MSA_YP_005226904.1.faa,Mutations found,236,100
MSA_YP_005227699.1.faa,Mutations found,1,100
MSA_YP_005226238.1.faa,Mutations found,11,100
MSA_YP_005227499.1.faa,Mutations found,4,100
MSA_YP_005226362.1.faa,Mutations found,10,99
MSA_YP_005228151.1.faa,Mutations found,4,100
MSA_YP_005225245.1.faa,Mutations found,1,100
MSA_YP_005226519.1.faa,Mutations found,4,100
MSA_YP_005226449.1.faa,Mutations found,5,100
MSA_YP_005226169.1.faa,Mutations found,95,100
MSA_YP_005227346.1.faa,No mutations found,0,39
MSA_YP_005226191.1.faa,Mutations found,6,100
MSA_YP_005226973.1.faa,Mutations found,27,83
MSA_YP_005226286.1.faa,Mutations found,5,100
MSA_YP_005224419.1.faa,Mutations found,23,101
MSA_YP_005226865.1.faa,Mutations found,12,99
MSA_YP_005228238.1.faa,Mutations found,10,102
MSA_YP_005229148.1.faa,No mutations found,0,100
MSA_YP_005227876.1.faa,Mutations found,36,99
MSA_YP_005224929.1.faa,Mutations found,12,100
MSA_YP_005225776.1.faa,Mutations found,14,100
MSA_YP_005228960.1.faa,No mutations found,0,100
MSA_YP_005227729.1.faa,Mutations found,14,100
MSA_YP_005228034.1.faa,Mutations found,5,99
MSA_YP_005228770.1.faa,Mutations found,51,65
MSA_YP_005226020.1.faa,Mutations found,74,118
MSA_YP_005225439.1.faa,Mutations found,3,100
MSA_YP_005225228.1.faa,Mutations found,5,100
MSA_YP_005229386.1.faa,Mutations found,10,100
MSA_YP_005224891.1.faa,Mutations found,11,3
MSA_YP_005224691.1.faa,Mutations found,32,100
MSA_YP_005227019.1.faa,Mutations found,275,100
MSA_YP_005227370.1.faa,Mutations found,47,100
MSA_YP_005229163.1.faa,No mutations found,0,100
MSA_YP_005228437.1.faa,Mutations found,1,2
MSA_YP_005227739.1.faa,Mutations found,16,100
MSA_YP_005228607.1.faa,Mutations found,2,100
MSA_YP_005229582.1.faa,Mutations found,27,99
MSA_YP_005226405.1.faa,Mutations found,5,100
MSA_YP_005224658.1.faa,Mutations found,36,99
MSA_YP_005225016.1.faa,Mutations found,3,99
MSA_YP_005224478.1.faa,Mutations found,4,100
MSA_YP_005228526.1.faa,Mutations found,9,99
MSA_YP_005224555.1.faa,No mutations found,0,100
MSA_YP_005227962.1.faa,Mutations found,14,100
MSA_YP_005226013.1.faa,Mutations found,67,62
MSA_YP_005225032.1.faa,Mutations found,1,100
MSA_YP_005225372.1.faa,Mutations found,7,100
MSA_YP_005225043.1.faa,Mutations found,5,78
MSA_YP_005227462.1.faa,Mutations found,5,100
MSA_YP_005228145.1.faa,Mutations found,3,100
MSA_YP_005228663.1.faa,Mutations found,1,100
MSA_YP_005228119.1.faa,No mutations found,0,100
MSA_YP_005228411.1.faa,Mutations found,1,100
MSA_YP_005229001.1.faa,Mutations found,7,100
MSA_YP_005224447.1.faa,Mutations found,3,100
MSA_YP_005224554.1.faa,Mutations found,14,100
MSA_YP_005228577.1.faa,Mutations found,3,100
MSA_YP_005228990.1.faa,Mutations found,40,75
MSA_YP_005224655.1.faa,No mutations found,0,99
MSA_YP_005224677.1.faa,Mutations found,11,99
MSA_YP_005226429.1.faa,Mutations found,2,81
MSA_YP_005225266.1.faa,Mutations found,6,100
MSA_YP_005229151.1.faa,No mutations found,0,100
MSA_YP_005229542.1.faa,Mutations found,19,99
MSA_YP_005227841.1.faa,Mutations found,18,100
MSA_YP_005228015.1.faa,Mutations found,4,100
MSA_YP_005224776.1.faa,Mutations found,2,100
MSA_YP_005227129.1.faa,Mutations found,12,99
MSA_YP_005229141.1.faa,Mutations found,1,100
MSA_YP_005224470.1.faa,Mutations found,20,100
MSA_YP_005227213.1.faa,Mutations found,15,99
MSA_YP_005225134.1.faa,Mutations found,18,100
MSA_YP_005227249.1.faa,No mutations found,0,100
MSA_YP_005227554.1.faa,Mutations found,20,12
MSA_YP_005224679.1.faa,Mutations found,1,100
MSA_YP_005226494.1.faa,No mutations found,0,100
MSA_YP_005225457.1.faa,Mutations found,2,100
MSA_YP_005224790.1.faa,Mutations found,10,100
MSA_YP_005228421.1.faa,Mutations found,3,100
MSA_YP_005226683.1.faa,Mutations found,3,100
MSA_YP_005225945.1.faa,Mutations found,3,100
MSA_YP_005225745.1.faa,Mutations found,17,100
MSA_YP_005229162.1.faa,No mutations found,0,100
MSA_YP_005227500.1.faa,Mutations found,2,99
MSA_YP_005226543.1.faa,Mutations found,2,73
MSA_YP_005224543.1.faa,Mutations found,4,99
MSA_YP_005226174.1.faa,Mutations found,15,100
MSA_YP_005224898.1.faa,Mutations found,13,86
MSA_YP_005227135.1.faa,Mutations found,2,100
MSA_YP_005226187.1.faa,Mutations found,38,99
MSA_YP_005229607.1.faa,No mutations found,0,100
MSA_YP_005228848.1.faa,Mutations found,4,100
MSA_YP_005229231.1.faa,Mutations found,11,102
MSA_YP_005226638.1.faa,Mutations found,5,99
MSA_YP_005224434.1.faa,Mutations found,7,100
MSA_YP_005226774.1.faa,Mutations found,3,100
MSA_YP_005229323.1.faa,Mutations found,29,100
MSA_YP_005227807.1.faa,Mutations found,29,100
MSA_YP_005229327.1.faa,Mutations found,4,99
MSA_YP_005225865.1.faa,No mutations found,0,100
MSA_YP_005228405.1.faa,Mutations found,21,100
MSA_YP_005224895.1.faa,Mutations found,7,98
MSA_YP_005227696.1.faa,Mutations found,8,100
MSA_YP_005226063.1.faa,Mutations found,13,100
MSA_YP_005225226.1.faa,Mutations found,2,99
MSA_YP_005226347.1.faa,Mutations found,4,99
MSA_YP_005225408.1.faa,No mutations found,0,100
MSA_YP_005228658.1.faa,Mutations found,15,100
MSA_YP_005226126.1.faa,Mutations found,3,100
MSA_YP_005226707.1.faa,Mutations found,1,100
MSA_YP_005225955.1.faa,Mutations found,7,96
MSA_YP_005229138.1.faa,Mutations found,20,100
MSA_YP_005224930.1.faa,Mutations found,5,100
MSA_YP_005227273.1.faa,No mutations found,0,100
MSA_YP_005229067.1.faa,Mutations found,5,100
MSA_YP_005227365.1.faa,Mutations found,5,100
MSA_YP_005226965.1.faa,No mutations found,0,10
MSA_YP_005228011.1.faa,Mutations found,11,88
MSA_YP_005226856.1.faa,Mutations found,2,67
MSA_YP_005224723.1.faa,Mutations found,1,100
MSA_YP_005229070.1.faa,No mutations found,0,100
MSA_YP_005225096.1.faa,Mutations found,1,5
MSA_YP_005225719.1.faa,Mutations found,33,97
MSA_YP_005228895.1.faa,Mutations found,9,100
MSA_YP_005229593.1.faa,Mutations found,294,100
MSA_YP_005227649.1.faa,No mutations found,0,100
MSA_YP_005224835.1.faa,Mutations found,11,100
MSA_YP_005227798.1.faa,Mutations found,34,98
MSA_YP_005226689.1.faa,Mutations found,3,100
MSA_YP_005225854.1.faa,Mutations found,4,100
MSA_YP_005224950.1.faa,Mutations found,29,100
MSA_YP_005229425.1.faa,Mutations found,4,95
MSA_YP_005227895.1.faa,Mutations found,9,99
MSA_YP_005224907.1.faa,No mutations found,0,100
MSA_YP_005225260.1.faa,Mutations found,11,100
MSA_YP_005228266.1.faa,Mutations found,1,100
MSA_YP_005228210.1.faa,Mutations found,9,101
MSA_YP_005226583.1.faa,Mutations found,1,14
MSA_YP_005226953.1.faa,Mutations found,16,53
MSA_YP_005224376.1.faa,Mutations found,47,100
MSA_YP_005227220.1.faa,Mutations found,13,100
MSA_YP_005229395.1.faa,Mutations found,3,100
MSA_YP_005228065.1.faa,Mutations found,1,100
MSA_YP_005227373.1.faa,Mutations found,3,99
MSA_YP_005224908.1.faa,Mutations found,1,100
